StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,game,recall-pos-text,bang_1,bang_2,bang_3,bang_4,bang_5,bang_6,bang_7,bang_8,bang_9,bang_10,bang_11,bang_12,bang_13,bang_14,bang_15,bang_16,bang_17,bang_18,bang_19,bang_20,bang_21,bang_22,bang_23,bang_24,UMI_1,UMI_2,UMI_3,pxi_1,pxi_2,pxi_3,pxi_4,pxi_5,pxi_6,pxi_7,bpnsfs_1,bpnsfs_2,bpnsfs_3,bpnsfs_4,bpnsfs_5,bpnsfs_6,bpnsfs_7,bpnsfs_8,bpnsfs_9,bpnsfs_10,bpnsfs_11,bpnsfs_12,bpnsfs_13,bpnsfs_14,bpnsfs_15,bpnsfs_16,bpnsfs_17,bpnsfs_18,bpnsfs_19,bpnsfs_20,bpnsfs_21,bpnsfs_22,bpnsfs_23,bpnsfs_24,PROLIFIC_PID,Create New Field or Choose From Dropdown...
2023-04-18 15:35:36,2023-04-18 15:38:55,IP Address,100,198,True,2023-04-18 15:38:55,R_2DYqamV7okXpJ32,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",Pizza Tower,"'-I've been learning new routes for speedrunning.
-It is one of my favourite games in the last decade, especially given it belongs to my favourite genre (platformers).
-None really. I'm just waiting for more updates which are thankfully coming.",7 - Strongly agree,6,5,7 - Strongly agree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,4 - Neither agree nor disagree,6,4 - Neither agree nor disagree,2,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,"+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)",4,1 - not at all true,4,1 - not at all true,5 - completely true,1 - not at all true,5 - completely true,1 - not at all true,3,1 - not at all true,5 - completely true,1 - not at all true,3,1 - not at all true,4,1 - not at all true,5 - completely true,1 - not at all true,5 - completely true,1 - not at all true,4,1 - not at all true,5 - completely true,1 - not at all true,5ee78cdd0103130133fdb204,
2023-04-18 15:34:58,2023-04-18 15:39:03,IP Address,100,244,True,2023-04-18 15:39:03,R_23pWJFczj00Xuj7,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",WWE 2K23,"I've had fun when playing this game recently. I like it because I like wrestling, and the gaming experience is fun.
I don't have anything specific to point out so far in terms of improvement.",6,7 - Strongly agree,6,7 - Strongly agree,3,2,2,1 - Strongly disagree,7 - Strongly agree,6,5,6,1 - Strongly disagree,5,2,2,5,5,5,2,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,"+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)",5 - completely true,1 - not at all true,3,1 - not at all true,5 - completely true,1 - not at all true,4,1 - not at all true,3,1 - not at all true,5 - completely true,1 - not at all true,3,1 - not at all true,3,1 - not at all true,5 - completely true,1 - not at all true,5 - completely true,1 - not at all true,3,1 - not at all true,4,1 - not at all true,5fbd84fd5877a016876df191,
2023-04-18 15:29:02,2023-04-18 15:39:05,IP Address,100,602,True,2023-04-18 15:39:05,R_2aLxiMk9LEhiErj,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",Team Fortress 2,"I got in a few unbalanced matches but had fun most of the time. I like the flow of the game, the satisfaction of getting kills and helping the team. Anti cheat could be majorly improved, the game is infested with blatant and toxic cheaters.",6,7 - Strongly agree,6,5,4 - Neither agree nor disagree,2,5,3,7 - Strongly agree,6,6,6,3,2,2,2,5,7 - Strongly agree,6,6,4 - Neither agree nor disagree,2,6,3,Agree,Strongly Agree,Strongly Agree,"+2
(agree)","+1
(slightly agree)","+1
(slightly agree)","0
(neutral)","+2
(agree)","+1
(slightly agree)","+2
(agree)",4,2,4,1 - not at all true,4,2,4,2,3,1 - not at all true,4,2,4,1 - not at all true,4,1 - not at all true,4,2,5 - completely true,1 - not at all true,4,2,3,1 - not at all true,6140ff9c5750f0081ca8d71f,
2023-04-18 15:30:41,2023-04-18 15:39:14,IP Address,100,512,True,2023-04-18 15:39:15,R_2dRO59JNQxIBlAq,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",NBA 2K23,"It's a realistic sports game with unique characteristics and graphics. I really like the colors and the details in the design that are included. The only aspect of the game I would like to see some improvement is an expansion for European teams to be included too ",5,5,4 - Neither agree nor disagree,5,3,2,2,2,5,5,5,4 - Neither agree nor disagree,3,2,2,3,4 - Neither agree nor disagree,4 - Neither agree nor disagree,7 - Strongly agree,5,2,2,1 - Strongly disagree,3,Strongly Agree,Somewhat agree,Agree,"+2
(agree)","+1
(slightly agree)","+2
(agree)","0
(neutral)","+1
(slightly agree)","0
(neutral)","+2
(agree)",4,1 - not at all true,3,2,4,2,3,2,2,2,4,1 - not at all true,3,2,3,1 - not at all true,4,2,4,2,3,4,4,1 - not at all true,605e00317685d10fdd6e7a16,
2023-04-18 15:32:09,2023-04-18 15:39:20,IP Address,100,430,True,2023-04-18 15:39:21,R_3GfERlxaGMbKlRj,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",The Sims 4,"I like the game because it relaxes me, it expands my creativity and imagination. Makes me feel zen when I play it. It is quite expensive to have all the DLCs, and some gameplay bugs could be fixed, but it is a pretty great game.",7 - Strongly agree,7 - Strongly agree,6,7 - Strongly agree,1 - Strongly disagree,2,2,5,6,5,6,6,4 - Neither agree nor disagree,2,2,2,1 - Strongly disagree,5,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,6,Strongly Agree,Strongly Agree,Strongly Agree,"+3
(strongly agree)","+3
(strongly agree)","+2
(agree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)",5 - completely true,1 - not at all true,2,1 - not at all true,4,1 - not at all true,3,1 - not at all true,3,1 - not at all true,4,1 - not at all true,4,2,1 - not at all true,1 - not at all true,4,1 - not at all true,4,1 - not at all true,1 - not at all true,1 - not at all true,4,1 - not at all true,60fee872f34ba132f857fc66,
2023-04-18 15:35:24,2023-04-18 15:39:21,IP Address,100,237,True,2023-04-18 15:39:22,R_A7K7asogEGMLqV3,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",Valorant,"I like the game because i can play with my friends,
I normally play ranked so i tryhard a bit.
My aim could definetly improve",7 - Strongly agree,7 - Strongly agree,6,6,7 - Strongly agree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,6,6,6,6,6,4 - Neither agree nor disagree,5,5,6,5,4 - Neither agree nor disagree,4 - Neither agree nor disagree,5,2,5,5,Strongly Agree,Strongly Agree,Strongly Agree,"+2
(agree)","+1
(slightly agree)","+1
(slightly agree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)","+1
(slightly agree)",4,1 - not at all true,4,1 - not at all true,3,3,5 - completely true,1 - not at all true,3,1 - not at all true,5 - completely true,2,4,2,4,1 - not at all true,5 - completely true,1 - not at all true,4,1 - not at all true,4,1 - not at all true,4,1 - not at all true,61449225bf27372b6b036f5f,
2023-04-18 15:33:22,2023-04-18 15:39:35,IP Address,100,372,True,2023-04-18 15:39:35,R_2YGirk0Mi8UyahX,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",Breath of the Wild,"I was doing my fourth divine beast, the one on the mountain.",7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,6,6,5,5,5,3,5,1 - Strongly disagree,3,6,4 - Neither agree nor disagree,4 - Neither agree nor disagree,4 - Neither agree nor disagree,1 - Strongly disagree,2,1 - Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,"+1
(slightly agree)","-1
(slightly disagree)","-2
(disagree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)","+1
(slightly agree)",4,2,3,1 - not at all true,4,2,4,2,4,1 - not at all true,4,4,4,2,3,1 - not at all true,4,3,4,1 - not at all true,4,1 - not at all true,4,2,5e8ae3cd2c382479f5db5d87,
2023-04-18 15:33:49,2023-04-18 15:40:02,IP Address,100,373,True,2023-04-18 15:40:03,R_3MiHhdc8f4bscIS,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",League of Legends,It can be frustating but its fun,5,6,5,5,5,3,5,7 - Strongly agree,6,6,7 - Strongly agree,5,5,5,3,3,3,5,3,3,5,4 - Neither agree nor disagree,5,5,Somewhat agree,Agree,Somewhat agree,"+1
(slightly agree)","+1
(slightly agree)","+2
(agree)","+1
(slightly agree)","+2
(agree)","+2
(agree)","+2
(agree)",4,3,2,4,4,2,3,3,2,3,4,3,3,3,2,3,4,2,3,4,2,3,3,2,60ae1fbc211488ad968ac509,
2023-04-18 15:31:31,2023-04-18 15:40:11,IP Address,100,520,True,2023-04-18 15:40:12,R_1ghYAJMnVnAJ6wH,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",FIFA,"When I last played FIFA, I started out a new 'Career Mode' save, in which I aimed to take the Portuguese club Vitória SC to the very top of European Football.
I like the above game because it allows me to manage different football clubs and watch players turn themselves into world-beaters.
In my opinion, some aspects that can be improved are the overall realism of the game and the somewhat repetitive gameplay by the AI.",5,5,5,5,5,3,6,5,5,5,7 - Strongly agree,4 - Neither agree nor disagree,6,5,5,3,5,6,3,4 - Neither agree nor disagree,4 - Neither agree nor disagree,1 - Strongly disagree,2,2,Strongly Agree,Strongly Agree,Strongly Agree,"+1
(slightly agree)","+1
(slightly agree)","-1
(slightly disagree)","+1
(slightly agree)","+2
(agree)","+1
(slightly agree)","+1
(slightly agree)",3,3,2,1 - not at all true,3,3,3,3,2,1 - not at all true,3,3,3,2,2,1 - not at all true,3,4,4,2,2,3,3,2,602db1ca73ddaf883ae430a7,
2023-04-18 15:35:24,2023-04-18 15:40:21,IP Address,100,296,True,2023-04-18 15:40:21,R_2dnEnlaYn0udaaW,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",teamfight tactics,"i won a game
because it's a filler for my everyday tasks
patches could by more tailored",5,4 - Neither agree nor disagree,2,4 - Neither agree nor disagree,2,3,3,1 - Strongly disagree,4 - Neither agree nor disagree,5,6,4 - Neither agree nor disagree,3,6,2,3,1 - Strongly disagree,1 - Strongly disagree,3,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,2,4 - Neither agree nor disagree,Somewhat agree,Somewhat disagree,Agree,"+1
(slightly agree)","+1
(slightly agree)","-1
(slightly disagree)","+1
(slightly agree)","+1
(slightly agree)","+1
(slightly agree)","0
(neutral)",2,2,1 - not at all true,2,3,3,3,2,3,1 - not at all true,3,2,3,2,2,1 - not at all true,4,1 - not at all true,3,2,2,2,4,4,60c702f34ec15c99d540ff20,
2023-04-18 15:28:56,2023-04-18 15:40:25,IP Address,100,689,True,2023-04-18 15:40:26,R_3WCokTc4mKmm4kF,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",Assetto Corsa,"When i played recently i did a drift session, i like this game because it's realistic, i don't think the game has any aspects to be improved.",4 - Neither agree nor disagree,1 - Strongly disagree,3,1 - Strongly disagree,7 - Strongly agree,5,4 - Neither agree nor disagree,6,7 - Strongly agree,7 - Strongly agree,6,7 - Strongly agree,4 - Neither agree nor disagree,6,4 - Neither agree nor disagree,5,3,5,2,6,5,6,1 - Strongly disagree,4 - Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,"-1
(slightly disagree)","+1
(slightly agree)","+1
(slightly agree)","+1
(slightly agree)","+2
(agree)","-1
(slightly disagree)","0
(neutral)",1 - not at all true,4,5 - completely true,5 - completely true,3,2,4,3,4,3,4,1 - not at all true,5 - completely true,5 - completely true,5 - completely true,3,4,3,1 - not at all true,4,3,2,4,3,5f9ea5d9e5f9ba44c8d2d7c8,
2023-04-18 15:35:00,2023-04-18 15:40:31,IP Address,100,330,True,2023-04-18 15:40:31,R_2bZ73VN3mHUsLVP,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",FIFA 21,"Most recently, I played an intense match against my friend online. It was a close game, but I managed to score a last-minute goal and win the match. It was really satisfying to see my hard work pay off.

I like FIFA 21 because it offers a very immersive football experience. The game has realistic graphics and animations, and it's really fun to control your favourite team and players on the field. I also appreciate the variety of game modes available, including Ultimate Team, Career Mode, and Volta Football.

One aspect that could be improved is the gameplay balance. Sometimes it feels like certain teams or players have an unfair advantage, which can be frustrating. Additionally, some of the game modes can become repetitive after a while, so more variety in terms of challenges and objectives would be welcome.





",5,5,5,5,4 - Neither agree nor disagree,3,5,4 - Neither agree nor disagree,5,5,5,5,3,3,4 - Neither agree nor disagree,4 - Neither agree nor disagree,5,2,4 - Neither agree nor disagree,3,4 - Neither agree nor disagree,3,4 - Neither agree nor disagree,4 - Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,"+1
(slightly agree)","+1
(slightly agree)","0
(neutral)","+1
(slightly agree)","+1
(slightly agree)","+1
(slightly agree)","+1
(slightly agree)",2,2,3,2,4,2,3,2,3,2,4,3,4,2,4,2,4,2,4,2,4,2,4,2,5bc0ffa6b548c500012783cc,
2023-04-18 15:33:56,2023-04-18 15:40:34,IP Address,100,397,True,2023-04-18 15:40:35,R_suidJniBft7QUG5,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",It takes two,"I felt happy because i played with my girlfriend. I think its a funny game, and can be enjoyed easily. Its easy to play and for now i dont know what to do that could improve the game experience.",6,6,3,6,6,2,5,2,5,6,5,6,2,2,2,2,6,6,7 - Strongly agree,6,2,2,2,4 - Neither agree nor disagree,Agree,Agree,Agree,"+1
(slightly agree)","+1
(slightly agree)","0
(neutral)","+1
(slightly agree)","-1
(slightly disagree)","+1
(slightly agree)","+2
(agree)",2,2,5 - completely true,1 - not at all true,4,3,3,1 - not at all true,4,2,4,2,3,2,5 - completely true,2,4,2,4,1 - not at all true,5 - completely true,1 - not at all true,4,1 - not at all true,6081276cab2c41e58d3635f1,
2023-04-18 15:33:16,2023-04-18 15:40:38,IP Address,100,442,True,2023-04-18 15:40:39,R_1DpSEG6UScVaxao,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",Legend of Zelda: Breath of The Wild,"The game is a lot of fun, and a lot of the things happen while playing, since it is an open world adventure game with a lot of mechanics that make it feel alive.

What i like about the game is the feeling of exploration and discovery, there are dozens of different ways to interact with the environment. Even the puzzles could be completed in different ways.

The game overall, is pretty well developed, and the only things that could be improved is probably in the graphic department (Even though i think, artistically, the game is perfect)",6,7 - Strongly agree,7 - Strongly agree,6,2,2,2,2,5,6,6,7 - Strongly agree,1 - Strongly disagree,3,1 - Strongly disagree,2,5,5,5,5,2,2,3,2,Strongly Agree,Strongly Agree,Strongly Agree,"+2
(agree)","+2
(agree)","+2
(agree)","+3
(strongly agree)","+2
(agree)","+2
(agree)","+2
(agree)",4,2,3,2,4,2,3,2,3,3,3,2,4,3,4,2,4,1 - not at all true,4,2,4,3,4,2,5f008bb06e7dc419c43ee3e9,
2023-04-18 15:33:47,2023-04-18 15:40:39,IP Address,100,412,True,2023-04-18 15:40:40,R_1NrbvAupvk7pC5P,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",Rising Storm Vietnam,"It´s an online tactical shooter game. I like the game because of it's realism, and could be improved if it had more playable vehicles",6,7 - Strongly agree,6,6,4 - Neither agree nor disagree,3,1 - Strongly disagree,2,6,3,7 - Strongly agree,5,4 - Neither agree nor disagree,2,4 - Neither agree nor disagree,6,1 - Strongly disagree,6,2,5,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,2,Agree,Agree,Strongly Agree,"+1
(slightly agree)","+1
(slightly agree)","+1
(slightly agree)","+1
(slightly agree)","+1
(slightly agree)","+1
(slightly agree)","+1
(slightly agree)",3,3,3,1 - not at all true,3,2,2,1 - not at all true,1 - not at all true,1 - not at all true,3,2,2,2,1 - not at all true,1 - not at all true,3,1 - not at all true,2,3,3,1 - not at all true,2,2,5e8b2f6aecf1c07e41c551be,
2023-04-18 15:34:32,2023-04-18 15:40:40,IP Address,100,367,True,2023-04-18 15:40:40,R_2YmGJlfiObf7Ay7,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",War Thunder,"My last three matches were a roaring success. The biggest selling point is the staggering amount of vehicles, both land and aircraft that the game has. The game is free to play but extremely content rich. The monetisation could be improved, and the progress grind can get on your nerves if you don't pace yourself.",6,4 - Neither agree nor disagree,5,3,6,2,1 - Strongly disagree,7 - Strongly agree,5,6,7 - Strongly agree,1 - Strongly disagree,4 - Neither agree nor disagree,3,3,7 - Strongly agree,1 - Strongly disagree,4 - Neither agree nor disagree,5,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,"0
(neutral)","+1
(slightly agree)","+1
(slightly agree)","+1
(slightly agree)","-2
(disagree)","-2
(disagree)","0
(neutral)",2,4,3,1 - not at all true,5 - completely true,4,3,5 - completely true,4,1 - not at all true,4,3,4,1 - not at all true,3,1 - not at all true,3,5 - completely true,3,3,2,1 - not at all true,4,4,5c98f0f728cfb0001667d035,
2023-04-18 15:31:27,2023-04-18 15:40:43,IP Address,100,556,True,2023-04-18 15:40:44,R_3hinLRUiCum217e,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",Guild Wars 2,"I have been trying to get a legendary (highest tier) accessory which is obtained by completing numerous achievements in specific maps in the game. Occasionally random events happen and organised group events also happen, such as raids or other guild events. 

What I enjoy most about the game is the ""horizontal progression"", which means that upon reaching the maximum level (80) of a character, this progress will not be diminished by future releases, rather new content simply adds on to your characters and what they can do, which is different to most MMOs where generally new content means older content is less or no longer relevant.

The game is of course by no means perfect, and a lot of the menus and navigation seems very dated compared to other games, and the lack of addons available mean you can see or analyze your performance a lot less compared to other games. This can definitely take some getting used to and is certainly frustrating at times",7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,4 - Neither agree nor disagree,3,5,2,7 - Strongly agree,7 - Strongly agree,6,3,2,5,5,2,6,5,6,5,2,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,"+2
(agree)","+2
(agree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)","+2
(agree)",2,2,2,3,4,2,4,3,3,1 - not at all true,4,2,4,4,3,4,4,2,4,2,3,3,4,2,63400c1f90bf977fdb7ec941,
